id,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date,good_bad,
1041446,2/1/16,Fully Paid, 36 months,2400,40000,14.4,750,,10+ years,C,RENT,2/1/16,Good,
1041447,2/1/16,Fully Paid, 36 months,16000,93000,16.26,750,,5 years,A,RENT,2/1/16,Good,
1041448,2/1/16,Fully Paid, 36 months,10000,72000,7.9,735,,3 years,A,RENT,2/1/16,Good,
1041450,2/1/16,Fully Paid, 60 months,25000,150000,15.75,675,45,10+ years,C,OWN,2/1/16,Good,
1041451,2/1/16,Fully Paid, 36 months,27000,120000,8.64,680,35,2 years,A,RENT,2/1/16,Good,
1041452,2/1/16,Charged Off, 60 months,12000,83000,16.44,690,14,10+ years,C,MORTGAGE,2/1/16,Bad,
1041453,2/1/16,Fully Paid, 36 months,12000,45000,11.65,670,,7 years,C,RENT,2/1/16,Good,
1041454,2/1/16,Fully Paid, 36 months,11200,117600,30.67,780,,10+ years,A,MORTGAGE,2/1/16,Good,
1041455,2/1/16,Fully Paid, 36 months,10000,50000,28.04,665,80,5 years,C,MORTGAGE,2/1/16,Good,
1041456,2/1/16,Fully Paid, 36 months,16025,71000,24.98,690,,4 years,D,MORTGAGE,2/1/16,Good,
1041457,2/1/16,Fully Paid, 36 months,16000,99000,13.68,790,,10+ years,A,RENT,2/1/16,Good,
1041463,2/1/16,Fully Paid, 36 months,6000,110000,25.21,675,62,10+ years,D,MORTGAGE,2/1/16,Good,
1041472,2/1/16,Charged Off, 36 months,10575,64000,12.13,705,23,10+ years,D,RENT,2/1/16,Bad,
1041473,2/1/16,Current, 60 months,13000,108000,8.4,700,36,6 years,A,MORTGAGE,2/1/16,Good,
1041474,2/1/16,Fully Paid, 36 months,4200,62000,23.89,715,69,4 years,B,RENT,2/1/16,Good,
1041477,2/1/16,Fully Paid, 60 months,11000,60000,17.26,715,,10+ years,B,RENT,2/1/16,Good,
1041478,2/1/16,Current, 36 months,3000,93000,30.28,690,,1 year,C,MORTGAGE,2/1/16,Good,
1041485,2/1/16,Fully Paid, 60 months,14200,67000,1.29,735,,3 years,D,RENT,2/1/16,Good,
1041490,2/1/16,Charged Off, 36 months,32000,168000,31.1,670,15,10+ years,D,RENT,2/1/16,Bad,
1041491,2/1/16,Fully Paid, 36 months,12500,55000,25.09,675,,2 years,C,MORTGAGE,2/1/16,Good,
1041494,2/1/16,Charged Off, 36 months,12000,50000,28.93,715,,8 years,C,RENT,2/1/16,Bad,
1041499,2/1/16,Fully Paid, 36 months,6000,69700,29.25,760,,10+ years,B,MORTGAGE,2/1/16,Good,
1041500,2/1/16,Fully Paid, 36 months,17000,79000,27.74,810,,10+ years,A,OWN,2/1/16,Good,
1041501,2/1/16,Fully Paid, 36 months,15000,135000,9.86,740,,< 1 year,A,RENT,2/1/16,Good,
1041505,2/1/16,Fully Paid, 36 months,1000,71000,12.1,700,,4 years,D,RENT,2/1/16,Good,
1041507,2/1/16,Fully Paid, 36 months,5550,41000,25.59,680,18,2 years,B,MORTGAGE,2/1/16,Good,
1041516,2/1/16,Fully Paid, 36 months,5000,32000,28.43,690,42,1 year,B,MORTGAGE,2/1/16,Good,
1041517,2/1/16,Fully Paid, 36 months,7500,26000,18.1,735,,9 years,B,MORTGAGE,2/1/16,Good,
1041520,2/1/16,Fully Paid, 36 months,20000,83918.4,3.2,725,,3 years,A,MORTGAGE,2/1/16,Good,
1041521,2/1/16,Fully Paid, 36 months,15000,65000,24.67,705,37,4 years,A,MORTGAGE,2/1/16,Good,
1041523,2/1/16,Fully Paid, 36 months,4000,18000,16,695,,3 years,C,OWN,2/1/16,Good,
1041526,2/1/16,Fully Paid, 36 months,4800,40000,1.89,665,11,10+ years,C,RENT,2/1/16,Good,
1041528,2/1/16,Fully Paid, 36 months,18000,103000,17.17,800,,,A,MORTGAGE,2/1/16,Good,
1041530,2/1/16,Charged Off, 36 months,12000,90000,14.02,715,44,9 years,A,RENT,2/1/16,Bad,
1041533,2/1/16,Fully Paid, 36 months,6000,40000,22.13,685,,< 1 year,B,MORTGAGE,2/1/16,Good,
1041541,2/1/16,Fully Paid, 36 months,35000,156000,27.96,720,,10+ years,C,MORTGAGE,2/1/16,Good,
1041542,2/1/16,Charged Off, 36 months,35000,175000,16.37,720,28,6 years,E,MORTGAGE,2/1/16,Bad,
1041546,2/1/16,Charged Off, 60 months,27600,60000,25.62,695,,10+ years,D,MORTGAGE,2/1/16,Bad,
1041550,2/1/16,Fully Paid, 36 months,12800,107400,1.94,755,,10+ years,A,MORTGAGE,2/1/16,Good,
1041552,2/1/16,Fully Paid, 36 months,20400,71000,18.26,680,30,5 years,B,RENT,2/1/16,Good,
1041555,2/1/16,Fully Paid, 36 months,23800,65000,18.45,690,51,10+ years,A,MORTGAGE,2/1/16,Good,
1041556,2/1/16,Current, 36 months,16000,70000,9.74,720,,8 years,A,MORTGAGE,2/1/16,Good,
1041560,2/1/16,Fully Paid, 36 months,33550,180000,20.58,705,,2 years,C,RENT,2/1/16,Good,
1041568,2/1/16,Fully Paid, 36 months,5000,174000,8.01,680,17,10+ years,C,MORTGAGE,2/1/16,Good,
1041573,2/1/16,Fully Paid, 36 months,35000,345000,15.39,720,60,5 years,B,MORTGAGE,2/1/16,Good,
1041574,2/1/16,Charged Off, 60 months,26000,81700,15.8,685,78,3 years,C,MORTGAGE,2/1/16,Bad,
1041575,2/1/16,Current, 60 months,16800,85000,23.14,785,,2 years,A,RENT,2/1/16,Good,
1041577,2/1/16,Fully Paid, 36 months,5000,47000,25.51,725,,4 years,A,MORTGAGE,2/1/16,Good,
1041579,2/1/16,Charged Off, 60 months,24000,115000,19.68,665,,3 years,D,OWN,2/1/16,Bad,
1041580,2/1/16,Fully Paid, 36 months,6475,60000,17.12,735,,8 years,C,MORTGAGE,2/1/16,Good,
1041581,2/1/16,Fully Paid, 36 months,12000,130000,12.74,790,,10+ years,A,MORTGAGE,2/1/16,Good,
1041584,2/1/16,Fully Paid, 36 months,5000,71208,36.11,690,25,,C,MORTGAGE,2/1/16,Good,
1041586,2/1/16,Fully Paid, 60 months,13500,49451.61,16.43,750,,5 years,C,RENT,2/1/16,Good,
1041589,2/1/16,Fully Paid, 36 months,35000,185000,32.43,715,18,9 years,C,OWN,2/1/16,Good,
1041592,2/1/16,Current, 60 months,26400,76000,24.16,725,,10+ years,B,MORTGAGE,2/1/16,Good,
1041593,2/1/16,Fully Paid, 36 months,1450,24000,32.7,700,,5 years,E,RENT,2/1/16,Good,
1041594,2/1/16,Fully Paid, 36 months,20000,90000,22.94,740,,10+ years,B,OWN,2/1/16,Good,
1041598,2/1/16,Charged Off, 36 months,6000,25000,23.81,685,,6 years,C,RENT,2/1/16,Bad,
1041601,2/1/16,Fully Paid, 36 months,5000,69000,10.73,695,34,6 years,B,RENT,2/1/16,Good,
1041603,2/1/16,Fully Paid, 36 months,16100,35000,25.65,700,15,2 years,B,RENT,2/1/16,Good,
1041607,2/1/16,Fully Paid, 60 months,15600,60000,35.88,750,,10+ years,C,MORTGAGE,2/1/16,Good,
1041610,2/1/16,Fully Paid, 36 months,5000,50000,35.68,690,,10+ years,C,RENT,2/1/16,Good,
1041612,2/1/16,Fully Paid, 36 months,20000,86000,22.19,785,,10+ years,A,RENT,2/1/16,Good,
1041613,2/1/16,Fully Paid, 36 months,6000,45000,34.35,735,,2 years,B,MORTGAGE,2/1/16,Good,
1041614,2/1/16,Fully Paid, 36 months,15000,125000,18.08,670,28,10+ years,C,MORTGAGE,2/1/16,Good,
1041616,2/1/16,Fully Paid, 36 months,7000,120000,22.57,685,30,2 years,B,MORTGAGE,2/1/16,Good,
1041617,2/1/16,Fully Paid, 36 months,11200,32000,19.28,660,,10+ years,D,RENT,2/1/16,Good,
1041619,2/1/16,Charged Off, 36 months,11350,135000,8.06,685,40,10+ years,C,RENT,2/1/16,Bad,
1041621,2/1/16,Current, 36 months,7200,83000,24.09,670,46,8 years,C,MORTGAGE,2/1/16,Good,
1041623,2/1/16,Fully Paid, 60 months,19200,75000,6.94,710,11,6 years,A,OWN,2/1/16,Good,
1041624,2/1/16,Fully Paid, 36 months,10000,70000,11.57,755,,10+ years,A,RENT,2/1/16,Good,
1041628,2/1/16,Fully Paid, 36 months,15000,60000,16.66,695,6,10+ years,A,MORTGAGE,2/1/16,Good,
1041631,2/1/16,Fully Paid, 60 months,24000,118500,11.63,700,3,10+ years,A,MORTGAGE,2/1/16,Good,
1041633,2/1/16,Fully Paid, 36 months,6500,104000,14.57,710,,< 1 year,A,OWN,2/1/16,Good,
1041636,2/1/16,Fully Paid, 36 months,15000,103000,12.14,685,,6 years,C,MORTGAGE,2/1/16,Good,
1041645,2/1/16,Fully Paid, 36 months,16000,300000,5.57,700,13,10+ years,A,OWN,2/1/16,Good,
1041646,2/1/16,Current, 60 months,24000,125000,12.88,770,18,10+ years,A,OWN,2/1/16,Good,
1041647,2/1/16,Charged Off, 60 months,30000,100000,22.62,700,,5 years,E,OWN,2/1/16,Bad,
1041651,2/1/16,Fully Paid, 36 months,28000,200000,7.64,705,,5 years,A,MORTGAGE,2/1/16,Good,
1041659,2/1/16,Charged Off, 36 months,3125,68900,15.03,670,18,8 years,E,RENT,2/1/16,Bad,
1041660,2/1/16,Fully Paid, 36 months,5000,75000,40.82,705,,10+ years,D,MORTGAGE,2/1/16,Good,
1041661,2/1/16,Charged Off, 36 months,10000,70000,12.93,660,67,5 years,C,RENT,2/1/16,Bad,
1041670,2/1/16,Fully Paid, 60 months,19000,140000,4.7,755,,1 year,B,RENT,2/1/16,Good,
1041671,2/1/16,Charged Off, 36 months,10000,44000,17.95,745,,,A,RENT,2/1/16,Bad,
1041672,2/1/16,Fully Paid, 36 months,10500,50000,22.78,695,,2 years,C,RENT,2/1/16,Good,
1041673,2/1/16,Fully Paid, 36 months,9400,100000,6.44,670,12,10+ years,C,RENT,2/1/16,Good,
1041675,2/1/16,Fully Paid, 36 months,10000,40000,23.52,690,4,6 years,C,MORTGAGE,2/1/16,Good,
1041676,2/1/16,Fully Paid, 36 months,7200,57948,30.17,715,,,B,RENT,2/1/16,Good,
1041677,2/1/16,Fully Paid, 36 months,6000,60000,27.9,690,49,2 years,B,MORTGAGE,2/1/16,Good,
1041678,2/1/16,Current, 60 months,35000,168000,29.46,680,,8 years,C,MORTGAGE,2/1/16,Good,
1041679,2/1/16,Fully Paid, 36 months,2400,35000,41.36,740,,3 years,C,RENT,2/1/16,Good,
1041683,2/1/16,Current, 60 months,30000,165000,29.04,680,,10+ years,C,OWN,2/1/16,Good,
1041685,2/1/16,Charged Off, 60 months,24000,75000,17.04,720,,10+ years,D,MORTGAGE,2/1/16,Bad,
1041687,2/1/16,Fully Paid, 36 months,35000,250000,9.05,765,,4 years,A,MORTGAGE,2/1/16,Good,
1041688,2/1/16,Fully Paid, 36 months,25000,70000,9.94,675,,9 years,C,OWN,2/1/16,Good,
1041689,2/1/16,Fully Paid, 36 months,1200,42000,18.43,720,57,10+ years,D,RENT,2/1/16,Good,
1041690,2/1/16,Charged Off, 60 months,35000,150000,15.92,680,42,5 years,E,MORTGAGE,2/1/16,Bad,
1041693,2/1/16,Current, 60 months,33075,105000,26.08,660,33,4 years,F,MORTGAGE,2/1/16,Good,
1041696,2/1/16,Fully Paid, 36 months,11000,81000,14.91,735,,10+ years,A,RENT,2/1/16,Good,
1041700,2/1/16,Current, 36 months,15000,95000,11.71,660,34,2 years,C,MORTGAGE,2/1/16,Good,
1041701,2/1/16,Fully Paid, 36 months,7500,37000,36.91,730,,2 years,D,MORTGAGE,2/1/16,Good,
1041705,2/1/16,Fully Paid, 36 months,11200,90000,26.99,715,21,7 years,B,OWN,2/1/16,Good,
1041710,2/1/16,Current, 60 months,35000,130000,30.98,705,,10+ years,C,MORTGAGE,2/1/16,Good,
1041714,2/1/16,Fully Paid, 36 months,20000,90000,15.12,725,,3 years,B,RENT,2/1/16,Good,
1041715,2/1/16,Charged Off, 60 months,13600,100000,5.98,660,30,2 years,C,RENT,2/1/16,Bad,
1041717,2/1/16,Fully Paid, 36 months,33600,70000,14.35,725,,,C,MORTGAGE,2/1/16,Good,
1041720,2/1/16,Fully Paid, 36 months,2000,48000,9.23,760,,2 years,B,RENT,2/1/16,Good,
1041722,2/1/16,Fully Paid, 36 months,15000,80236,23.85,680,59,1 year,C,RENT,2/1/16,Good,
1041725,2/1/16,Current, 60 months,13350,80000,26.3,705,,,B,MORTGAGE,2/1/16,Good,
1041727,2/1/16,Fully Paid, 36 months,8000,134000,44.16,685,,10+ years,D,MORTGAGE,2/1/16,Good,
1041730,2/1/16,Late (31-120 days), 36 months,34000,98000,9.83,705,31,10+ years,C,MORTGAGE,2/1/16,Bad,
1041732,2/1/16,Current, 60 months,12000,30000,7,710,,2 years,B,MORTGAGE,2/1/16,Good,
1041733,2/1/16,Fully Paid, 36 months,2675,51000,22.42,660,,10+ years,D,MORTGAGE,2/1/16,Good,
1041736,2/1/16,Fully Paid, 36 months,9800,41700,9.29,710,,4 years,E,RENT,2/1/16,Good,
1041737,2/1/16,Fully Paid, 36 months,10000,199940,4.33,680,19,2 years,C,MORTGAGE,2/1/16,Good,
1041739,2/1/16,Charged Off, 36 months,16000,65000,16.12,690,29,2 years,D,MORTGAGE,2/1/16,Bad,
1041740,2/1/16,Charged Off, 60 months,24700,65000,8.44,700,,10+ years,D,OWN,2/1/16,Bad,
1041742,2/1/16,Current, 60 months,28800,60000,3.18,705,18,3 years,D,MORTGAGE,2/1/16,Good,
1041744,2/1/16,Fully Paid, 36 months,8000,68000,21.53,745,,10+ years,A,MORTGAGE,2/1/16,Good,
1041745,2/1/16,Fully Paid, 36 months,3500,45000,28.85,690,30,10+ years,B,MORTGAGE,2/1/16,Good,
1041747,2/1/16,Current, 36 months,32000,110000,16.84,740,14,10+ years,A,RENT,2/1/16,Good,
1041748,2/1/16,Fully Paid, 60 months,35000,95000,29.51,690,66,10+ years,E,MORTGAGE,2/1/16,Good,
1041750,2/1/16,Fully Paid, 36 months,12000,100200,11.13,680,39,10+ years,A,MORTGAGE,2/1/16,Good,
1041751,2/1/16,Fully Paid, 60 months,30000,92637.48,24.29,675,5,10+ years,C,RENT,2/1/16,Good,
1041754,2/1/16,Fully Paid, 60 months,20000,175000,11.69,700,,10+ years,E,MORTGAGE,2/1/16,Good,
1041755,2/1/16,Fully Paid, 60 months,12500,85000,7.67,720,,1 year,C,RENT,2/1/16,Good,
1041756,2/1/16,Fully Paid, 36 months,13600,66600,23.48,685,13,5 years,E,RENT,2/1/16,Good,
1041757,2/1/16,Fully Paid, 36 months,7200,81665,17.96,690,15,10+ years,C,MORTGAGE,2/1/16,Good,
1041758,2/1/16,Charged Off, 36 months,7000,46000,15.31,675,,3 years,D,RENT,2/1/16,Bad,
1041761,2/1/16,Fully Paid, 36 months,18475,70000,23.33,720,,9 years,A,MORTGAGE,2/1/16,Good,
1041762,2/1/16,Fully Paid, 36 months,5725,38000,2.59,665,35,1 year,D,RENT,2/1/16,Good,
1041766,2/1/16,Fully Paid, 36 months,13000,72000,9.15,775,36,10+ years,A,MORTGAGE,2/1/16,Good,
1041767,2/1/16,Fully Paid, 36 months,30000,150000,30.1,690,13,10+ years,A,MORTGAGE,2/1/16,Good,
1041768,2/1/16,Fully Paid, 60 months,30000,103000,18.48,700,,10+ years,E,MORTGAGE,2/1/16,Good,
1041773,2/1/16,Fully Paid, 36 months,4000,40000,13.44,725,,5 years,C,RENT,2/1/16,Good,
1041775,2/1/16,Fully Paid, 36 months,28800,60000,16.26,685,4,10+ years,C,MORTGAGE,2/1/16,Good,
1041778,2/1/16,Current, 36 months,35000,130000,20.26,665,43,10+ years,C,MORTGAGE,2/1/16,Good,
1041779,2/1/16,Charged Off, 60 months,28000,150000,28.41,700,11,10+ years,E,RENT,2/1/16,Bad,
1041783,2/1/16,Fully Paid, 36 months,19500,85000,20.12,740,30,,A,MORTGAGE,2/1/16,Good,
1041786,2/1/16,Current, 60 months,10000,65000,14.22,695,45,10+ years,C,MORTGAGE,2/1/16,Good,
1041788,2/1/16,Fully Paid, 36 months,26300,67000,33.98,790,,10+ years,B,MORTGAGE,2/1/16,Good,
1041789,2/1/16,Fully Paid, 36 months,20000,84000,18.33,660,,10+ years,C,OWN,2/1/16,Good,
1041790,2/1/16,Fully Paid, 36 months,2400,13000,6.46,670,4,,C,RENT,2/1/16,Good,
1041792,2/1/16,Current, 60 months,28000,67000,20.49,710,27,10+ years,D,MORTGAGE,2/1/16,Good,
1041794,2/1/16,Charged Off, 36 months,18000,60000,13.76,725,,1 year,B,RENT,2/1/16,Bad,
1041797,2/1/16,Charged Off, 60 months,15000,50000,13.85,690,,10+ years,C,MORTGAGE,2/1/16,Bad,
1041798,2/1/16,Fully Paid, 36 months,10000,50000,23.43,750,21,6 years,A,MORTGAGE,2/1/16,Good,
1041800,2/1/16,Fully Paid, 36 months,35000,90000,15.49,670,11,6 years,C,MORTGAGE,2/1/16,Good,
1041801,2/1/16,Charged Off, 60 months,16000,53000,18.46,675,78,< 1 year,C,RENT,2/1/16,Bad,
1041805,2/1/16,Current, 60 months,12000,35000,11.45,700,,10+ years,C,MORTGAGE,2/1/16,Good,
1041806,2/1/16,Fully Paid, 36 months,9300,78000,28.69,725,,10+ years,E,MORTGAGE,2/1/16,Good,
1041807,2/1/16,Fully Paid, 36 months,4000,73000,18.71,670,2,8 years,E,MORTGAGE,2/1/16,Good,
1041809,2/1/16,Fully Paid, 36 months,10000,80000,18.18,740,16,,C,MORTGAGE,2/1/16,Good,
1041812,2/1/16,Current, 60 months,24000,77000,32.94,660,29,10+ years,D,RENT,2/1/16,Good,
1041814,2/1/16,Fully Paid, 36 months,9500,37000,30.81,695,,2 years,B,MORTGAGE,2/1/16,Good,
1041815,2/1/16,Fully Paid, 36 months,4000,57000,20.74,670,26,10+ years,C,MORTGAGE,2/1/16,Good,
1041817,2/1/16,Charged Off, 36 months,3600,50000,34,685,6,10+ years,A,MORTGAGE,2/1/16,Bad,
1041819,2/1/16,Fully Paid, 36 months,16000,97000,15.34,735,,10+ years,A,MORTGAGE,2/1/16,Good,
1041821,2/1/16,Fully Paid, 36 months,35000,94000,16.06,660,,4 years,D,RENT,2/1/16,Good,
1041822,2/1/16,Fully Paid, 36 months,20000,112000,16.6,690,13,10+ years,C,MORTGAGE,2/1/16,Good,
1041826,2/1/16,Fully Paid, 36 months,22000,149000,21.98,765,,10+ years,A,MORTGAGE,2/1/16,Good,
1041831,2/1/16,Current, 60 months,25000,115000,10.89,735,,10+ years,B,MORTGAGE,2/1/16,Good,
1041832,2/1/16,Current, 36 months,6400,72000,2.07,755,72,2 years,D,RENT,2/1/16,Good,
1041834,2/1/16,Charged Off, 36 months,18000,79000,38.44,665,5,7 years,D,OWN,2/1/16,Bad,
1041835,2/1/16,Fully Paid, 36 months,5000,60000,13.66,660,6,10+ years,C,OWN,2/1/16,Good,
1041836,2/1/16,Fully Paid, 36 months,5500,12000,23.1,685,58,2 years,C,RENT,2/1/16,Good,
1041840,2/1/16,Charged Off, 60 months,26300,52600,17.89,670,,6 years,E,OWN,2/1/16,Bad,
1041842,2/1/16,Fully Paid, 36 months,30000,100000,25.66,710,30,10+ years,C,MORTGAGE,2/1/16,Good,
1041847,2/1/16,Charged Off, 36 months,15000,80000,20.01,720,,2 years,A,MORTGAGE,2/1/16,Bad,
1041850,2/1/16,Fully Paid, 36 months,22000,44000,23.97,755,,10+ years,B,MORTGAGE,2/1/16,Good,
1041853,2/1/16,Fully Paid, 60 months,12000,56000,13.59,660,23,< 1 year,C,MORTGAGE,2/1/16,Good,
1041854,2/1/16,Fully Paid, 36 months,9675,145000,14.72,690,19,10+ years,E,MORTGAGE,2/1/16,Good,
1041855,2/1/16,Fully Paid, 36 months,10000,75000,15.33,770,,2 years,A,MORTGAGE,2/1/16,Good,
1041860,2/1/16,Fully Paid, 36 months,19000,59000,17.54,715,,5 years,A,RENT,2/1/16,Good,
1041861,2/1/16,Fully Paid, 36 months,28000,91000,14.85,745,,10+ years,C,OWN,2/1/16,Good,
1041868,2/1/16,Fully Paid, 36 months,7200,82000,39.93,680,,10+ years,C,RENT,2/1/16,Good,
1041870,2/1/16,Fully Paid, 36 months,6000,20000,17.47,695,,1 year,C,RENT,2/1/16,Good,
1041873,2/1/16,Fully Paid, 36 months,5350,15500,22.7,695,,1 year,A,RENT,2/1/16,Good,
1041876,2/1/16,Fully Paid, 36 months,6500,120000,19.9,765,,9 years,B,MORTGAGE,2/1/16,Good,
1041880,2/1/16,Charged Off, 36 months,8000,49000,3.89,680,,5 years,D,RENT,2/1/16,Bad,
1041881,2/1/16,Fully Paid, 60 months,30500,131000,21.03,705,,10+ years,F,RENT,2/1/16,Good,
1041883,2/1/16,Fully Paid, 36 months,10800,148200,19.49,695,4,10+ years,C,MORTGAGE,2/1/16,Good,
1041887,2/1/16,Fully Paid, 36 months,20000,75000,26.5,720,,3 years,B,RENT,2/1/16,Good,
1041890,2/1/16,Fully Paid, 36 months,20000,105000,20.08,720,18,8 years,A,RENT,2/1/16,Good,
1041891,2/1/16,Fully Paid, 36 months,15400,45000,22.64,675,23,10+ years,C,RENT,2/1/16,Good,
1041892,2/1/16,Fully Paid, 36 months,25000,149000,23.61,705,,10+ years,A,MORTGAGE,2/1/16,Good,
1041893,2/1/16,Fully Paid, 36 months,10000,40289,20.06,785,,10+ years,A,MORTGAGE,2/1/16,Good,
1041894,2/1/16,Charged Off, 60 months,26000,120000,17.53,720,,7 years,B,MORTGAGE,2/1/16,Bad,
1041895,2/1/16,Fully Paid, 36 months,35000,180000,15.41,700,63,3 years,B,RENT,2/1/16,Good,
1041897,2/1/16,Fully Paid, 60 months,24000,125173,14.03,675,12,10+ years,C,MORTGAGE,2/1/16,Good,
1041898,2/1/16,Fully Paid, 36 months,10000,76000,3.87,685,,3 years,B,MORTGAGE,2/1/16,Good,
1041900,2/1/16,Fully Paid, 36 months,25000,77000,39.78,710,9,10+ years,B,RENT,2/1/16,Good,
1041901,2/1/16,Charged Off, 36 months,10000,50000,8.5,690,,3 years,B,RENT,2/1/16,Bad,
1041902,2/1/16,Fully Paid, 36 months,5000,35000,9.81,740,,1 year,C,MORTGAGE,2/1/16,Good,
1041903,2/1/16,Fully Paid, 36 months,15000,50000,12.48,720,,1 year,C,RENT,2/1/16,Good,
1041904,2/1/16,Fully Paid, 36 months,7000,36000,25.4,660,,2 years,C,RENT,2/1/16,Good,
1041906,2/1/16,Current, 60 months,16000,80000,20.3,660,,10+ years,C,RENT,2/1/16,Good,
1041907,2/1/16,Fully Paid, 36 months,9000,35520,33.95,740,,< 1 year,A,RENT,2/1/16,Good,
1041909,2/1/16,Current, 60 months,34800,98700,24.43,720,64,< 1 year,C,RENT,2/1/16,Good,
1041912,2/1/16,Late (31-120 days), 60 months,21000,70000,26.63,680,71,2 years,C,MORTGAGE,2/1/16,Bad,
1041913,2/1/16,Charged Off, 36 months,4350,50000,33.46,695,24,2 years,C,MORTGAGE,2/1/16,Bad,
1041915,2/1/16,Fully Paid, 36 months,10000,30000,18.63,660,,7 years,C,RENT,2/1/16,Good,
1041916,2/1/16,Fully Paid, 60 months,24000,126500,17.82,705,16,3 years,C,MORTGAGE,2/1/16,Good,
1041920,2/1/16,Charged Off, 60 months,25000,145000,24.71,685,26,2 years,D,MORTGAGE,2/1/16,Bad,
1041922,2/1/16,Fully Paid, 36 months,6000,50000,38.09,730,,10+ years,C,MORTGAGE,2/1/16,Good,
1041923,2/1/16,Charged Off, 36 months,8000,50000,27.17,710,36,3 years,A,OWN,2/1/16,Bad,
1041924,2/1/16,Fully Paid, 60 months,35000,123360,22.99,685,,10+ years,C,OWN,2/1/16,Good,
1041928,2/1/16,Fully Paid, 36 months,5000,56000,7.87,685,34,10+ years,C,MORTGAGE,2/1/16,Good,
1041929,2/1/16,Fully Paid, 36 months,13500,72000,26.03,680,72,10+ years,A,MORTGAGE,2/1/16,Good,
1041931,2/1/16,Current, 36 months,25000,78000,23.95,675,10,5 years,C,RENT,2/1/16,Good,
1041935,2/1/16,Fully Paid, 36 months,19550,62500,24.19,685,63,10+ years,C,RENT,2/1/16,Good,
1041936,2/1/16,Current, 60 months,22000,63672,18.62,705,,2 years,C,RENT,2/1/16,Good,
1041939,2/1/16,Fully Paid, 36 months,11300,65000,34.99,705,,3 years,E,RENT,2/1/16,Good,
1041940,2/1/16,Current, 60 months,25000,62000,20.42,690,,1 year,B,RENT,2/1/16,Good,
1041941,2/1/16,Fully Paid, 36 months,18000,55640,9.62,725,,5 years,C,RENT,2/1/16,Good,
1041942,2/1/16,Fully Paid, 36 months,7400,60000,4.84,705,,10+ years,A,RENT,2/1/16,Good,
1041946,2/1/16,Fully Paid, 60 months,30000,110000,20.14,710,,< 1 year,C,RENT,2/1/16,Good,
1041947,2/1/16,Fully Paid, 36 months,2475,60000,27.26,770,,1 year,B,RENT,2/1/16,Good,
1041948,2/1/16,Late (16-30 days), 36 months,35000,115000,27.25,710,15,5 years,C,RENT,2/1/16,Bad,
1041952,2/1/16,Charged Off, 60 months,15000,30000,29.48,730,,10+ years,C,RENT,2/1/16,Bad,
1041953,2/1/16,Current, 60 months,16000,60000,19.45,665,15,10+ years,D,MORTGAGE,2/1/16,Good,
1041954,2/1/16,Current, 60 months,20000,59000,33.51,695,24,< 1 year,C,MORTGAGE,2/1/16,Good,
1041955,2/1/16,Current, 60 months,11275,44000,32.65,705,53,< 1 year,C,MORTGAGE,2/1/16,Good,
1041958,2/1/16,Fully Paid, 36 months,35000,156000,8.5,695,3,6 years,C,MORTGAGE,2/1/16,Good,
1041960,2/1/16,Fully Paid, 36 months,4775,32000,14.25,685,,1 year,B,MORTGAGE,2/1/16,Good,
1041965,2/1/16,Fully Paid, 36 months,16950,85000,22.36,690,,2 years,B,RENT,2/1/16,Good,
1041970,2/1/16,Fully Paid, 36 months,6000,40000,15.45,660,,9 years,C,RENT,2/1/16,Good,
1041971,2/1/16,Fully Paid, 36 months,6400,52000,31.16,675,,6 years,D,MORTGAGE,2/1/16,Good,
1041972,2/1/16,Current, 60 months,28000,95000,13.9,730,34,2 years,B,RENT,2/1/16,Good,
1041977,2/1/16,Fully Paid, 36 months,9000,53000,13.77,700,15,1 year,A,MORTGAGE,2/1/16,Good,
1041978,2/1/16,Fully Paid, 36 months,10000,46000,19.36,685,,2 years,B,RENT,2/1/16,Good,
1041979,2/1/16,Fully Paid, 36 months,5600,55000,37.1,675,37,10+ years,F,MORTGAGE,2/1/16,Good,
1041980,2/1/16,Fully Paid, 60 months,12000,53000,20.22,680,72,2 years,B,RENT,2/1/16,Good,
1041981,2/1/16,Fully Paid, 36 months,6000,95000,13.87,700,22,5 years,A,MORTGAGE,2/1/16,Good,
1041986,2/1/16,Fully Paid, 36 months,21225,59000,28.01,660,44,10+ years,D,MORTGAGE,2/1/16,Good,
1041990,2/1/16,Charged Off, 60 months,26400,88500,22.09,680,,9 years,C,MORTGAGE,2/1/16,Bad,
1041991,2/1/16,Fully Paid, 60 months,12600,40000,24,705,,8 years,C,RENT,2/1/16,Good,
1041995,2/1/16,Fully Paid, 36 months,22000,75000,33.65,765,,10+ years,D,RENT,2/1/16,Good,
1041996,2/1/16,Fully Paid, 60 months,30000,95000,25.75,710,,5 years,C,MORTGAGE,2/1/16,Good,
1041998,2/1/16,Current, 60 months,23000,81000,19.16,705,16,10+ years,B,RENT,2/1/16,Good,
1041999,2/1/16,Fully Paid, 36 months,35000,300000,11.29,740,20,10+ years,A,MORTGAGE,2/1/16,Good,
1042000,2/1/16,Late (16-30 days), 60 months,14000,50000,20.36,680,16,3 years,B,RENT,2/1/16,Bad,
