,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date
1041402,2016-02-01,Fully Paid, 36 months,12000.0,56000.0,13.5,825.0,,10+ years,A,OWN,2016-02-01
1041403,2016-02-01,Fully Paid, 36 months,10500.0,120000.0,10.33,740.0,39.0,8 years,A,RENT,2016-02-01
1041404,2016-02-01,Fully Paid, 60 months,24000.0,131000.0,14.26,705.0,36.0,9 years,A,RENT,2016-02-01
1041405,2016-02-01,Charged Off, 36 months,22000.0,100000.0,18.14,685.0,21.0,5 years,C,RENT,2016-02-01
1041406,2016-02-01,Charged Off, 36 months,20000.0,96000.0,20.88,685.0,,9 years,C,MORTGAGE,2016-02-01
1041407,2016-02-01,Fully Paid, 36 months,13000.0,90000.0,25.83,685.0,36.0,1 year,B,RENT,2016-02-01
1041409,2016-02-01,Current, 60 months,12000.0,70000.0,21.89,670.0,,10+ years,C,OWN,2016-02-01
1041411,2016-02-01,Fully Paid, 36 months,1000.0,48000.0,12.4,710.0,,4 years,D,RENT,2016-02-01
1041414,2016-02-01,Fully Paid, 36 months,20000.0,74000.0,22.42,665.0,,5 years,C,RENT,2016-02-01
1041417,2016-02-01,Current, 60 months,10000.0,40000.0,14.52,670.0,20.0,10+ years,C,MORTGAGE,2016-02-01
1041419,2016-02-01,Fully Paid, 36 months,12850.0,77000.0,10.61,660.0,59.0,2 years,C,MORTGAGE,2016-02-01
1041422,2016-02-01,Fully Paid, 60 months,25000.0,175000.0,14.65,710.0,,,B,OWN,2016-02-01
1041426,2016-02-01,Fully Paid, 60 months,16000.0,50000.0,21.05,780.0,,5 years,C,OWN,2016-02-01
1041431,2016-02-01,Fully Paid, 36 months,5000.0,59520.0,17.0,665.0,,10+ years,D,RENT,2016-02-01
1041436,2016-02-01,Fully Paid, 60 months,22400.0,72000.0,28.54,695.0,14.0,5 years,C,RENT,2016-02-01
1041441,2016-02-01,Fully Paid, 60 months,12000.0,29500.0,21.72,700.0,,7 years,C,OWN,2016-02-01
1041442,2016-02-01,Fully Paid, 36 months,2400.0,42000.0,7.29,725.0,,10+ years,B,MORTGAGE,2016-02-01
1041443,2016-02-01,Fully Paid, 36 months,5000.0,59800.0,30.78,660.0,23.0,10+ years,D,OWN,2016-02-01
1041446,2016-02-01,Fully Paid, 36 months,2400.0,40000.0,14.4,750.0,,10+ years,C,RENT,2016-02-01
1041447,2016-02-01,Fully Paid, 36 months,16000.0,93000.0,16.26,750.0,,5 years,A,RENT,2016-02-01
1041448,2016-02-01,Fully Paid, 36 months,10000.0,72000.0,7.9,735.0,,3 years,A,RENT,2016-02-01
1041450,2016-02-01,Fully Paid, 60 months,25000.0,150000.0,15.75,675.0,45.0,10+ years,C,OWN,2016-02-01
1041451,2016-02-01,Fully Paid, 36 months,27000.0,120000.0,8.64,680.0,35.0,2 years,A,RENT,2016-02-01
1041452,2016-02-01,Charged Off, 60 months,12000.0,83000.0,16.44,690.0,14.0,10+ years,C,MORTGAGE,2016-02-01
1041453,2016-02-01,Fully Paid, 36 months,12000.0,45000.0,11.65,670.0,,7 years,C,RENT,2016-02-01
1041454,2016-02-01,Fully Paid, 36 months,11200.0,117600.0,30.67,780.0,,10+ years,A,MORTGAGE,2016-02-01
1041455,2016-02-01,Fully Paid, 36 months,10000.0,50000.0,28.04,665.0,80.0,5 years,C,MORTGAGE,2016-02-01
1041456,2016-02-01,Fully Paid, 36 months,16025.0,71000.0,24.98,690.0,,4 years,D,MORTGAGE,2016-02-01
1041457,2016-02-01,Fully Paid, 36 months,16000.0,99000.0,13.68,790.0,,10+ years,A,RENT,2016-02-01
1041463,2016-02-01,Fully Paid, 36 months,6000.0,110000.0,25.21,675.0,62.0,10+ years,D,MORTGAGE,2016-02-01
1041472,2016-02-01,Charged Off, 36 months,10575.0,64000.0,12.13,705.0,23.0,10+ years,D,RENT,2016-02-01
1041473,2016-02-01,Current, 60 months,13000.0,108000.0,8.4,700.0,36.0,6 years,A,MORTGAGE,2016-02-01
1041474,2016-02-01,Fully Paid, 36 months,4200.0,62000.0,23.89,715.0,69.0,4 years,B,RENT,2016-02-01
1041477,2016-02-01,Fully Paid, 60 months,11000.0,60000.0,17.26,715.0,,10+ years,B,RENT,2016-02-01
1041478,2016-02-01,Current, 36 months,3000.0,93000.0,30.28,690.0,,1 year,C,MORTGAGE,2016-02-01
1041485,2016-02-01,Fully Paid, 60 months,14200.0,67000.0,1.29,735.0,,3 years,D,RENT,2016-02-01
1041490,2016-02-01,Charged Off, 36 months,32000.0,168000.0,31.1,670.0,15.0,10+ years,D,RENT,2016-02-01
1041491,2016-02-01,Fully Paid, 36 months,12500.0,55000.0,25.09,675.0,,2 years,C,MORTGAGE,2016-02-01
1041494,2016-02-01,Charged Off, 36 months,12000.0,50000.0,28.93,715.0,,8 years,C,RENT,2016-02-01
1041499,2016-02-01,Fully Paid, 36 months,6000.0,69700.0,29.25,760.0,,10+ years,B,MORTGAGE,2016-02-01
1041500,2016-02-01,Fully Paid, 36 months,17000.0,79000.0,27.74,810.0,,10+ years,A,OWN,2016-02-01
1041501,2016-02-01,Fully Paid, 36 months,15000.0,135000.0,9.86,740.0,,< 1 year,A,RENT,2016-02-01
1041505,2016-02-01,Fully Paid, 36 months,1000.0,71000.0,12.1,700.0,,4 years,D,RENT,2016-02-01
1041507,2016-02-01,Fully Paid, 36 months,5550.0,41000.0,25.59,680.0,18.0,2 years,B,MORTGAGE,2016-02-01
1041516,2016-02-01,Fully Paid, 36 months,5000.0,32000.0,28.43,690.0,42.0,1 year,B,MORTGAGE,2016-02-01
1041517,2016-02-01,Fully Paid, 36 months,7500.0,26000.0,18.1,735.0,,9 years,B,MORTGAGE,2016-02-01
1041520,2016-02-01,Fully Paid, 36 months,20000.0,83918.4,3.2,725.0,,3 years,A,MORTGAGE,2016-02-01
1041521,2016-02-01,Fully Paid, 36 months,15000.0,65000.0,24.67,705.0,37.0,4 years,A,MORTGAGE,2016-02-01
1041523,2016-02-01,Fully Paid, 36 months,4000.0,18000.0,16.0,695.0,,3 years,C,OWN,2016-02-01
1041526,2016-02-01,Fully Paid, 36 months,4800.0,40000.0,1.89,665.0,11.0,10+ years,C,RENT,2016-02-01
1041528,2016-02-01,Fully Paid, 36 months,18000.0,103000.0,17.17,800.0,,,A,MORTGAGE,2016-02-01
1041530,2016-02-01,Charged Off, 36 months,12000.0,90000.0,14.02,715.0,44.0,9 years,A,RENT,2016-02-01
1041533,2016-02-01,Fully Paid, 36 months,6000.0,40000.0,22.13,685.0,,< 1 year,B,MORTGAGE,2016-02-01
1041541,2016-02-01,Fully Paid, 36 months,35000.0,156000.0,27.96,720.0,,10+ years,C,MORTGAGE,2016-02-01
1041542,2016-02-01,Charged Off, 36 months,35000.0,175000.0,16.37,720.0,28.0,6 years,E,MORTGAGE,2016-02-01
1041546,2016-02-01,Charged Off, 60 months,27600.0,60000.0,25.62,695.0,,10+ years,D,MORTGAGE,2016-02-01
1041550,2016-02-01,Fully Paid, 36 months,12800.0,107400.0,1.94,755.0,,10+ years,A,MORTGAGE,2016-02-01
1041552,2016-02-01,Fully Paid, 36 months,20400.0,71000.0,18.26,680.0,30.0,5 years,B,RENT,2016-02-01
1041555,2016-02-01,Fully Paid, 36 months,23800.0,65000.0,18.45,690.0,51.0,10+ years,A,MORTGAGE,2016-02-01
1041556,2016-02-01,Current, 36 months,16000.0,70000.0,9.74,720.0,,8 years,A,MORTGAGE,2016-02-01
1041560,2016-02-01,Fully Paid, 36 months,33550.0,180000.0,20.58,705.0,,2 years,C,RENT,2016-02-01
1041568,2016-02-01,Fully Paid, 36 months,5000.0,174000.0,8.01,680.0,17.0,10+ years,C,MORTGAGE,2016-02-01
1041573,2016-02-01,Fully Paid, 36 months,35000.0,345000.0,15.39,720.0,60.0,5 years,B,MORTGAGE,2016-02-01
1041574,2016-02-01,Charged Off, 60 months,26000.0,81700.0,15.8,685.0,78.0,3 years,C,MORTGAGE,2016-02-01
1041575,2016-02-01,Current, 60 months,16800.0,85000.0,23.14,785.0,,2 years,A,RENT,2016-02-01
1041577,2016-02-01,Fully Paid, 36 months,5000.0,47000.0,25.51,725.0,,4 years,A,MORTGAGE,2016-02-01
1041579,2016-02-01,Charged Off, 60 months,24000.0,115000.0,19.68,665.0,,3 years,D,OWN,2016-02-01
1041580,2016-02-01,Fully Paid, 36 months,6475.0,60000.0,17.12,735.0,,8 years,C,MORTGAGE,2016-02-01
1041581,2016-02-01,Fully Paid, 36 months,12000.0,130000.0,12.74,790.0,,10+ years,A,MORTGAGE,2016-02-01
1041584,2016-02-01,Fully Paid, 36 months,5000.0,71208.0,36.11,690.0,25.0,,C,MORTGAGE,2016-02-01
1041586,2016-02-01,Fully Paid, 60 months,13500.0,49451.61,16.43,750.0,,5 years,C,RENT,2016-02-01
1041589,2016-02-01,Fully Paid, 36 months,35000.0,185000.0,32.43,715.0,18.0,9 years,C,OWN,2016-02-01
1041592,2016-02-01,Current, 60 months,26400.0,76000.0,24.16,725.0,,10+ years,B,MORTGAGE,2016-02-01
1041593,2016-02-01,Fully Paid, 36 months,1450.0,24000.0,32.7,700.0,,5 years,E,RENT,2016-02-01
1041594,2016-02-01,Fully Paid, 36 months,20000.0,90000.0,22.94,740.0,,10+ years,B,OWN,2016-02-01
1041598,2016-02-01,Charged Off, 36 months,6000.0,25000.0,23.81,685.0,,6 years,C,RENT,2016-02-01
1041601,2016-02-01,Fully Paid, 36 months,5000.0,69000.0,10.73,695.0,34.0,6 years,B,RENT,2016-02-01
1041603,2016-02-01,Fully Paid, 36 months,16100.0,35000.0,25.65,700.0,15.0,2 years,B,RENT,2016-02-01
1041607,2016-02-01,Fully Paid, 60 months,15600.0,60000.0,35.88,750.0,,10+ years,C,MORTGAGE,2016-02-01
1041610,2016-02-01,Fully Paid, 36 months,5000.0,50000.0,35.68,690.0,,10+ years,C,RENT,2016-02-01
1041612,2016-02-01,Fully Paid, 36 months,20000.0,86000.0,22.19,785.0,,10+ years,A,RENT,2016-02-01
1041613,2016-02-01,Fully Paid, 36 months,6000.0,45000.0,34.35,735.0,,2 years,B,MORTGAGE,2016-02-01
1041614,2016-02-01,Fully Paid, 36 months,15000.0,125000.0,18.08,670.0,28.0,10+ years,C,MORTGAGE,2016-02-01
1041616,2016-02-01,Fully Paid, 36 months,7000.0,120000.0,22.57,685.0,30.0,2 years,B,MORTGAGE,2016-02-01
1041617,2016-02-01,Fully Paid, 36 months,11200.0,32000.0,19.28,660.0,,10+ years,D,RENT,2016-02-01
1041619,2016-02-01,Charged Off, 36 months,11350.0,135000.0,8.06,685.0,40.0,10+ years,C,RENT,2016-02-01
1041621,2016-02-01,Current, 36 months,7200.0,83000.0,24.09,670.0,46.0,8 years,C,MORTGAGE,2016-02-01
1041623,2016-02-01,Fully Paid, 60 months,19200.0,75000.0,6.94,710.0,11.0,6 years,A,OWN,2016-02-01
1041624,2016-02-01,Fully Paid, 36 months,10000.0,70000.0,11.57,755.0,,10+ years,A,RENT,2016-02-01
1041628,2016-02-01,Fully Paid, 36 months,15000.0,60000.0,16.66,695.0,6.0,10+ years,A,MORTGAGE,2016-02-01
1041631,2016-02-01,Fully Paid, 60 months,24000.0,118500.0,11.63,700.0,3.0,10+ years,A,MORTGAGE,2016-02-01
1041633,2016-02-01,Fully Paid, 36 months,6500.0,104000.0,14.57,710.0,,< 1 year,A,OWN,2016-02-01
1041636,2016-02-01,Fully Paid, 36 months,15000.0,103000.0,12.14,685.0,,6 years,C,MORTGAGE,2016-02-01
1041645,2016-02-01,Fully Paid, 36 months,16000.0,300000.0,5.57,700.0,13.0,10+ years,A,OWN,2016-02-01
1041646,2016-02-01,Current, 60 months,24000.0,125000.0,12.88,770.0,18.0,10+ years,A,OWN,2016-02-01
1041647,2016-02-01,Charged Off, 60 months,30000.0,100000.0,22.62,700.0,,5 years,E,OWN,2016-02-01
1041651,2016-02-01,Fully Paid, 36 months,28000.0,200000.0,7.64,705.0,,5 years,A,MORTGAGE,2016-02-01
1041659,2016-02-01,Charged Off, 36 months,3125.0,68900.0,15.03,670.0,18.0,8 years,E,RENT,2016-02-01
1041660,2016-02-01,Fully Paid, 36 months,5000.0,75000.0,40.82,705.0,,10+ years,D,MORTGAGE,2016-02-01
1041661,2016-02-01,Charged Off, 36 months,10000.0,70000.0,12.93,660.0,67.0,5 years,C,RENT,2016-02-01
1041670,2016-02-01,Fully Paid, 60 months,19000.0,140000.0,4.7,755.0,,1 year,B,RENT,2016-02-01
1041671,2016-02-01,Charged Off, 36 months,10000.0,44000.0,17.95,745.0,,,A,RENT,2016-02-01
1041672,2016-02-01,Fully Paid, 36 months,10500.0,50000.0,22.78,695.0,,2 years,C,RENT,2016-02-01
1041673,2016-02-01,Fully Paid, 36 months,9400.0,100000.0,6.44,670.0,12.0,10+ years,C,RENT,2016-02-01
1041675,2016-02-01,Fully Paid, 36 months,10000.0,40000.0,23.52,690.0,4.0,6 years,C,MORTGAGE,2016-02-01
1041676,2016-02-01,Fully Paid, 36 months,7200.0,57948.0,30.17,715.0,,,B,RENT,2016-02-01
1041677,2016-02-01,Fully Paid, 36 months,6000.0,60000.0,27.9,690.0,49.0,2 years,B,MORTGAGE,2016-02-01
1041678,2016-02-01,Current, 60 months,35000.0,168000.0,29.46,680.0,,8 years,C,MORTGAGE,2016-02-01
1041679,2016-02-01,Fully Paid, 36 months,2400.0,35000.0,41.36,740.0,,3 years,C,RENT,2016-02-01
1041683,2016-02-01,Current, 60 months,30000.0,165000.0,29.04,680.0,,10+ years,C,OWN,2016-02-01
1041685,2016-02-01,Charged Off, 60 months,24000.0,75000.0,17.04,720.0,,10+ years,D,MORTGAGE,2016-02-01
1041687,2016-02-01,Fully Paid, 36 months,35000.0,250000.0,9.05,765.0,,4 years,A,MORTGAGE,2016-02-01
1041688,2016-02-01,Fully Paid, 36 months,25000.0,70000.0,9.94,675.0,,9 years,C,OWN,2016-02-01
1041689,2016-02-01,Fully Paid, 36 months,1200.0,42000.0,18.43,720.0,57.0,10+ years,D,RENT,2016-02-01
1041690,2016-02-01,Charged Off, 60 months,35000.0,150000.0,15.92,680.0,42.0,5 years,E,MORTGAGE,2016-02-01
1041693,2016-02-01,Current, 60 months,33075.0,105000.0,26.08,660.0,33.0,4 years,F,MORTGAGE,2016-02-01
1041696,2016-02-01,Fully Paid, 36 months,11000.0,81000.0,14.91,735.0,,10+ years,A,RENT,2016-02-01
1041700,2016-02-01,Current, 36 months,15000.0,95000.0,11.71,660.0,34.0,2 years,C,MORTGAGE,2016-02-01
1041701,2016-02-01,Fully Paid, 36 months,7500.0,37000.0,36.91,730.0,,2 years,D,MORTGAGE,2016-02-01
1041705,2016-02-01,Fully Paid, 36 months,11200.0,90000.0,26.99,715.0,21.0,7 years,B,OWN,2016-02-01
1041710,2016-02-01,Current, 60 months,35000.0,130000.0,30.98,705.0,,10+ years,C,MORTGAGE,2016-02-01
1041714,2016-02-01,Fully Paid, 36 months,20000.0,90000.0,15.12,725.0,,3 years,B,RENT,2016-02-01
1041715,2016-02-01,Charged Off, 60 months,13600.0,100000.0,5.98,660.0,30.0,2 years,C,RENT,2016-02-01
1041717,2016-02-01,Fully Paid, 36 months,33600.0,70000.0,14.35,725.0,,,C,MORTGAGE,2016-02-01
1041720,2016-02-01,Fully Paid, 36 months,2000.0,48000.0,9.23,760.0,,2 years,B,RENT,2016-02-01
1041722,2016-02-01,Fully Paid, 36 months,15000.0,80236.0,23.85,680.0,59.0,1 year,C,RENT,2016-02-01
1041725,2016-02-01,Current, 60 months,13350.0,80000.0,26.3,705.0,,,B,MORTGAGE,2016-02-01
1041727,2016-02-01,Fully Paid, 36 months,8000.0,134000.0,44.16,685.0,,10+ years,D,MORTGAGE,2016-02-01
1041730,2016-02-01,Late (31-120 days), 36 months,34000.0,98000.0,9.83,705.0,31.0,10+ years,C,MORTGAGE,2016-02-01
1041732,2016-02-01,Current, 60 months,12000.0,30000.0,7.0,710.0,,2 years,B,MORTGAGE,2016-02-01
1041733,2016-02-01,Fully Paid, 36 months,2675.0,51000.0,22.42,660.0,,10+ years,D,MORTGAGE,2016-02-01
1041736,2016-02-01,Fully Paid, 36 months,9800.0,41700.0,9.29,710.0,,4 years,E,RENT,2016-02-01
1041737,2016-02-01,Fully Paid, 36 months,10000.0,199940.0,4.33,680.0,19.0,2 years,C,MORTGAGE,2016-02-01
1041739,2016-02-01,Charged Off, 36 months,16000.0,65000.0,16.12,690.0,29.0,2 years,D,MORTGAGE,2016-02-01
1041740,2016-02-01,Charged Off, 60 months,24700.0,65000.0,8.44,700.0,,10+ years,D,OWN,2016-02-01
1041742,2016-02-01,Current, 60 months,28800.0,60000.0,3.18,705.0,18.0,3 years,D,MORTGAGE,2016-02-01
1041744,2016-02-01,Fully Paid, 36 months,8000.0,68000.0,21.53,745.0,,10+ years,A,MORTGAGE,2016-02-01
1041745,2016-02-01,Fully Paid, 36 months,3500.0,45000.0,28.85,690.0,30.0,10+ years,B,MORTGAGE,2016-02-01
1041747,2016-02-01,Current, 36 months,32000.0,110000.0,16.84,740.0,14.0,10+ years,A,RENT,2016-02-01
1041748,2016-02-01,Fully Paid, 60 months,35000.0,95000.0,29.51,690.0,66.0,10+ years,E,MORTGAGE,2016-02-01
1041750,2016-02-01,Fully Paid, 36 months,12000.0,100200.0,11.13,680.0,39.0,10+ years,A,MORTGAGE,2016-02-01
1041751,2016-02-01,Fully Paid, 60 months,30000.0,92637.48,24.29,675.0,5.0,10+ years,C,RENT,2016-02-01
1041754,2016-02-01,Fully Paid, 60 months,20000.0,175000.0,11.69,700.0,,10+ years,E,MORTGAGE,2016-02-01
1041755,2016-02-01,Fully Paid, 60 months,12500.0,85000.0,7.67,720.0,,1 year,C,RENT,2016-02-01
1041756,2016-02-01,Fully Paid, 36 months,13600.0,66600.0,23.48,685.0,13.0,5 years,E,RENT,2016-02-01
1041757,2016-02-01,Fully Paid, 36 months,7200.0,81665.0,17.96,690.0,15.0,10+ years,C,MORTGAGE,2016-02-01
1041758,2016-02-01,Charged Off, 36 months,7000.0,46000.0,15.31,675.0,,3 years,D,RENT,2016-02-01
1041761,2016-02-01,Fully Paid, 36 months,18475.0,70000.0,23.33,720.0,,9 years,A,MORTGAGE,2016-02-01
1041762,2016-02-01,Fully Paid, 36 months,5725.0,38000.0,2.59,665.0,35.0,1 year,D,RENT,2016-02-01
1041766,2016-02-01,Fully Paid, 36 months,13000.0,72000.0,9.15,775.0,36.0,10+ years,A,MORTGAGE,2016-02-01
1041767,2016-02-01,Fully Paid, 36 months,30000.0,150000.0,30.1,690.0,13.0,10+ years,A,MORTGAGE,2016-02-01
1041768,2016-02-01,Fully Paid, 60 months,30000.0,103000.0,18.48,700.0,,10+ years,E,MORTGAGE,2016-02-01
1041773,2016-02-01,Fully Paid, 36 months,4000.0,40000.0,13.44,725.0,,5 years,C,RENT,2016-02-01
1041775,2016-02-01,Fully Paid, 36 months,28800.0,60000.0,16.26,685.0,4.0,10+ years,C,MORTGAGE,2016-02-01
1041778,2016-02-01,Current, 36 months,35000.0,130000.0,20.26,665.0,43.0,10+ years,C,MORTGAGE,2016-02-01
1041779,2016-02-01,Charged Off, 60 months,28000.0,150000.0,28.41,700.0,11.0,10+ years,E,RENT,2016-02-01
1041783,2016-02-01,Fully Paid, 36 months,19500.0,85000.0,20.12,740.0,30.0,,A,MORTGAGE,2016-02-01
1041786,2016-02-01,Current, 60 months,10000.0,65000.0,14.22,695.0,45.0,10+ years,C,MORTGAGE,2016-02-01
1041788,2016-02-01,Fully Paid, 36 months,26300.0,67000.0,33.98,790.0,,10+ years,B,MORTGAGE,2016-02-01
1041789,2016-02-01,Fully Paid, 36 months,20000.0,84000.0,18.33,660.0,,10+ years,C,OWN,2016-02-01
1041790,2016-02-01,Fully Paid, 36 months,2400.0,13000.0,6.46,670.0,4.0,,C,RENT,2016-02-01
1041792,2016-02-01,Current, 60 months,28000.0,67000.0,20.49,710.0,27.0,10+ years,D,MORTGAGE,2016-02-01
1041794,2016-02-01,Charged Off, 36 months,18000.0,60000.0,13.76,725.0,,1 year,B,RENT,2016-02-01
1041797,2016-02-01,Charged Off, 60 months,15000.0,50000.0,13.85,690.0,,10+ years,C,MORTGAGE,2016-02-01
1041798,2016-02-01,Fully Paid, 36 months,10000.0,50000.0,23.43,750.0,21.0,6 years,A,MORTGAGE,2016-02-01
1041800,2016-02-01,Fully Paid, 36 months,35000.0,90000.0,15.49,670.0,11.0,6 years,C,MORTGAGE,2016-02-01
1041801,2016-02-01,Charged Off, 60 months,16000.0,53000.0,18.46,675.0,78.0,< 1 year,C,RENT,2016-02-01
1041805,2016-02-01,Current, 60 months,12000.0,35000.0,11.45,700.0,,10+ years,C,MORTGAGE,2016-02-01
1041806,2016-02-01,Fully Paid, 36 months,9300.0,78000.0,28.69,725.0,,10+ years,E,MORTGAGE,2016-02-01
1041807,2016-02-01,Fully Paid, 36 months,4000.0,73000.0,18.71,670.0,2.0,8 years,E,MORTGAGE,2016-02-01
1041809,2016-02-01,Fully Paid, 36 months,10000.0,80000.0,18.18,740.0,16.0,,C,MORTGAGE,2016-02-01
1041812,2016-02-01,Current, 60 months,24000.0,77000.0,32.94,660.0,29.0,10+ years,D,RENT,2016-02-01
1041814,2016-02-01,Fully Paid, 36 months,9500.0,37000.0,30.81,695.0,,2 years,B,MORTGAGE,2016-02-01
1041815,2016-02-01,Fully Paid, 36 months,4000.0,57000.0,20.74,670.0,26.0,10+ years,C,MORTGAGE,2016-02-01
1041817,2016-02-01,Charged Off, 36 months,3600.0,50000.0,34.0,685.0,6.0,10+ years,A,MORTGAGE,2016-02-01
1041819,2016-02-01,Fully Paid, 36 months,16000.0,97000.0,15.34,735.0,,10+ years,A,MORTGAGE,2016-02-01
1041821,2016-02-01,Fully Paid, 36 months,35000.0,94000.0,16.06,660.0,,4 years,D,RENT,2016-02-01
1041822,2016-02-01,Fully Paid, 36 months,20000.0,112000.0,16.6,690.0,13.0,10+ years,C,MORTGAGE,2016-02-01
1041826,2016-02-01,Fully Paid, 36 months,22000.0,149000.0,21.98,765.0,,10+ years,A,MORTGAGE,2016-02-01
1041831,2016-02-01,Current, 60 months,25000.0,115000.0,10.89,735.0,,10+ years,B,MORTGAGE,2016-02-01
1041832,2016-02-01,Current, 36 months,6400.0,72000.0,2.07,755.0,72.0,2 years,D,RENT,2016-02-01
1041834,2016-02-01,Charged Off, 36 months,18000.0,79000.0,38.44,665.0,5.0,7 years,D,OWN,2016-02-01
1041835,2016-02-01,Fully Paid, 36 months,5000.0,60000.0,13.66,660.0,6.0,10+ years,C,OWN,2016-02-01
1041836,2016-02-01,Fully Paid, 36 months,5500.0,12000.0,23.1,685.0,58.0,2 years,C,RENT,2016-02-01
1041840,2016-02-01,Charged Off, 60 months,26300.0,52600.0,17.89,670.0,,6 years,E,OWN,2016-02-01
1041842,2016-02-01,Fully Paid, 36 months,30000.0,100000.0,25.66,710.0,30.0,10+ years,C,MORTGAGE,2016-02-01
1041847,2016-02-01,Charged Off, 36 months,15000.0,80000.0,20.01,720.0,,2 years,A,MORTGAGE,2016-02-01
1041850,2016-02-01,Fully Paid, 36 months,22000.0,44000.0,23.97,755.0,,10+ years,B,MORTGAGE,2016-02-01
1041853,2016-02-01,Fully Paid, 60 months,12000.0,56000.0,13.59,660.0,23.0,< 1 year,C,MORTGAGE,2016-02-01
1041854,2016-02-01,Fully Paid, 36 months,9675.0,145000.0,14.72,690.0,19.0,10+ years,E,MORTGAGE,2016-02-01
1041855,2016-02-01,Fully Paid, 36 months,10000.0,75000.0,15.33,770.0,,2 years,A,MORTGAGE,2016-02-01
1041860,2016-02-01,Fully Paid, 36 months,19000.0,59000.0,17.54,715.0,,5 years,A,RENT,2016-02-01
1041861,2016-02-01,Fully Paid, 36 months,28000.0,91000.0,14.85,745.0,,10+ years,C,OWN,2016-02-01
1041868,2016-02-01,Fully Paid, 36 months,7200.0,82000.0,39.93,680.0,,10+ years,C,RENT,2016-02-01
1041870,2016-02-01,Fully Paid, 36 months,6000.0,20000.0,17.47,695.0,,1 year,C,RENT,2016-02-01
1041873,2016-02-01,Fully Paid, 36 months,5350.0,15500.0,22.7,695.0,,1 year,A,RENT,2016-02-01
1041876,2016-02-01,Fully Paid, 36 months,6500.0,120000.0,19.9,765.0,,9 years,B,MORTGAGE,2016-02-01
1041880,2016-02-01,Charged Off, 36 months,8000.0,49000.0,3.89,680.0,,5 years,D,RENT,2016-02-01
1041881,2016-02-01,Fully Paid, 60 months,30500.0,131000.0,21.03,705.0,,10+ years,F,RENT,2016-02-01
1041883,2016-02-01,Fully Paid, 36 months,10800.0,148200.0,19.49,695.0,4.0,10+ years,C,MORTGAGE,2016-02-01
1041887,2016-02-01,Fully Paid, 36 months,20000.0,75000.0,26.5,720.0,,3 years,B,RENT,2016-02-01
1041890,2016-02-01,Fully Paid, 36 months,20000.0,105000.0,20.08,720.0,18.0,8 years,A,RENT,2016-02-01
1041891,2016-02-01,Fully Paid, 36 months,15400.0,45000.0,22.64,675.0,23.0,10+ years,C,RENT,2016-02-01
1041892,2016-02-01,Fully Paid, 36 months,25000.0,149000.0,23.61,705.0,,10+ years,A,MORTGAGE,2016-02-01
1041893,2016-02-01,Fully Paid, 36 months,10000.0,40289.0,20.06,785.0,,10+ years,A,MORTGAGE,2016-02-01
1041894,2016-02-01,Charged Off, 60 months,26000.0,120000.0,17.53,720.0,,7 years,B,MORTGAGE,2016-02-01
1041895,2016-02-01,Fully Paid, 36 months,35000.0,180000.0,15.41,700.0,63.0,3 years,B,RENT,2016-02-01
1041897,2016-02-01,Fully Paid, 60 months,24000.0,125173.0,14.03,675.0,12.0,10+ years,C,MORTGAGE,2016-02-01
1041898,2016-02-01,Fully Paid, 36 months,10000.0,76000.0,3.87,685.0,,3 years,B,MORTGAGE,2016-02-01
1041900,2016-02-01,Fully Paid, 36 months,25000.0,77000.0,39.78,710.0,9.0,10+ years,B,RENT,2016-02-01
1041901,2016-02-01,Charged Off, 36 months,10000.0,50000.0,8.5,690.0,,3 years,B,RENT,2016-02-01
1041902,2016-02-01,Fully Paid, 36 months,5000.0,35000.0,9.81,740.0,,1 year,C,MORTGAGE,2016-02-01
1041903,2016-02-01,Fully Paid, 36 months,15000.0,50000.0,12.48,720.0,,1 year,C,RENT,2016-02-01
1041904,2016-02-01,Fully Paid, 36 months,7000.0,36000.0,25.4,660.0,,2 years,C,RENT,2016-02-01
1041906,2016-02-01,Current, 60 months,16000.0,80000.0,20.3,660.0,,10+ years,C,RENT,2016-02-01
1041907,2016-02-01,Fully Paid, 36 months,9000.0,35520.0,33.95,740.0,,< 1 year,A,RENT,2016-02-01
1041909,2016-02-01,Current, 60 months,34800.0,98700.0,24.43,720.0,64.0,< 1 year,C,RENT,2016-02-01
1041912,2016-02-01,Late (31-120 days), 60 months,21000.0,70000.0,26.63,680.0,71.0,2 years,C,MORTGAGE,2016-02-01
1041913,2016-02-01,Charged Off, 36 months,4350.0,50000.0,33.46,695.0,24.0,2 years,C,MORTGAGE,2016-02-01
1041915,2016-02-01,Fully Paid, 36 months,10000.0,30000.0,18.63,660.0,,7 years,C,RENT,2016-02-01
1041916,2016-02-01,Fully Paid, 60 months,24000.0,126500.0,17.82,705.0,16.0,3 years,C,MORTGAGE,2016-02-01
1041920,2016-02-01,Charged Off, 60 months,25000.0,145000.0,24.71,685.0,26.0,2 years,D,MORTGAGE,2016-02-01
1041922,2016-02-01,Fully Paid, 36 months,6000.0,50000.0,38.09,730.0,,10+ years,C,MORTGAGE,2016-02-01
1041923,2016-02-01,Charged Off, 36 months,8000.0,50000.0,27.17,710.0,36.0,3 years,A,OWN,2016-02-01
